|tripnum     |depotcode|transporter               |vehiclereg|startdate              |stopdate               |avg_percent|loaddate                     |total_trip_time|total_distance|
|2024-0058307|EB21     |Makwande                  |KS49VWGP  |2024-10-04 13:39:00.000|2024-10-04 20:00:00.000|76.36      |2024-10-04 13:39:00.000 +0200|22,860         |20            |
|2024-0058253|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-10-04 09:47:00.000|                       |84.76      |2024-10-04 09:36:00.000 +0200|               |0             |
|2024-0059749|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-10-11 01:20:00.000|                       |93.59      |2024-10-11 01:18:00.000 +0200|               |0             |
|2024-0063778|EB21     |Makwande                  |KN93YRGP  |2024-10-29 15:39:00.000|                       |94.83      |2024-10-29 15:39:00.000 +0200|               |0             |
|2024-0046888|EB21     |Unitrans Supply Chain Sols|CAA425430 |2024-08-11 21:11:00.000|2024-08-12 10:10:00.000|84.99      |2024-08-11 21:11:00.000 +0200|46,740         |237           |
|2024-0048324|EB23     |Makwande                  |KNM209MP  |2024-08-18 19:44:00.000|                       |91.61      |2024-08-18 19:40:00.000 +0200|               |0             |
|2024-0051104|EB06     |Reef Tankers              |HJ73JCGP  |2024-08-31 23:01:00.000|                       |93.84      |2024-08-31 22:55:00.000 +0200|               |0             |
|2024-0057895|EB08     |Tanker Services Fuel      |KR64VWGP  |2024-10-02 16:33:00.000|2024-10-03 01:40:00.000|92.17      |2024-10-02 16:22:00.000 +0200|32,820         |229           |
|2024-0062935|EB21     |Makwande                  |JNG701MP  |2024-10-25 18:50:00.000|2024-10-26 11:21:00.000|82.06      |2024-10-25 18:50:00.000 +0200|59,460         |107           |
|2024-0062935|EB21     |Makwande                  |JNG703MP  |2024-10-25 18:50:00.000|2024-10-26 11:21:00.000|0          |2024-10-25 18:50:00.000 +0200|59,460         |107           |
|2024-0063302|EB06     |Makwande                  |LB67SRGP  |2024-10-27 16:30:00.000|                       |94.79      |2024-10-27 16:27:00.000 +0200|               |0             |
|2024-0056853|EA33     |Unitrans Supply Chain Sols|CAA198199 |2024-09-27 14:45:00.000|2024-09-28 00:00:00.000|88.57      |2024-09-27 14:41:00.000 +0200|33,300         |29            |
|2024-0058774|EA33     |Unitrans Supply Chain Sols|CAA130026 |2024-10-06 21:58:00.000|                       |82.47      |2024-10-06 21:32:00.000 +0200|               |0             |
|2024-0059835|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-10-11 11:00:00.000|                       |93.36      |2024-10-11 10:52:00.000 +0200|               |0             |
|2024-0060810|EA33     |Unitrans Supply Chain Sols|CAA198211 |2024-10-16 02:04:00.000|                       |93.65      |2024-10-16 01:57:00.000 +0200|               |0             |
|2024-0045217|EB06     |Reef Tankers              |HJ95MFGP  |2024-08-03 01:45:00.000|                       |94.07      |2024-08-03 01:39:00.000 +0200|               |0             |
|2024-0045217|EB06     |Reef Tankers              |HJ95MFGP  |2024-08-03 01:45:00.000|2024-08-03 16:15:00.000|94.07      |2024-08-03 01:39:00.000 +0200|52,200         |276           |
|2024-0060548|EB21     |Makwande                  |KS49WLGP  |2024-10-14 21:21:00.000|                       |82.22      |2024-10-14 21:21:00.000 +0200|               |0             |
|2024-0048851|EB23     |Makwande                  |KNM209MP  |2024-08-20 21:34:00.000|                       |50.01      |2024-08-20 21:31:00.000 +0200|               |0             |
|2024-0049906|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-08-26 13:44:00.000|2024-08-26 19:19:00.000|88.55      |2024-08-26 13:23:00.000 +0200|20,100         |37            |
|2024-0050509|EB21     |Unitrans Supply Chain Sols|CAA425430 |2024-08-28 21:07:00.000|                       |73.59      |2024-08-28 21:06:00.000 +0200|               |0             |
|2024-0053262|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-09-10 14:07:00.000|2024-09-10 21:14:00.000|75.8       |2024-09-10 14:01:00.000 +0200|25,620         |54            |
|2024-0054629|EB06     |Reef Tankers              |HJ73JCGP  |2024-09-16 22:50:00.000|                       |92.57      |2024-09-16 22:33:00.000 +0200|               |0             |
|2024-0055838|EA33     |Unitrans Supply Chain Sols|CAA170724 |2024-09-22 23:34:00.000|                       |91.42      |2024-09-22 22:01:00.000 +0200|               |0             |
|2024-0056510|EB21     |Makwande                  |KN31RWGP  |2024-09-25 22:58:00.000|                       |94.61      |2024-09-25 22:58:00.000 +0200|               |0             |
|2024-0048374|EB21     |Makwande                  |KS49XLGP  |2024-08-19 06:00:00.000|2024-08-19 16:15:00.000|86.69      |2024-08-19 03:49:00.000 +0200|36,900         |183           |
|2024-0050228|EB23     |Makwande                  |KPR059MP  |2024-08-27 20:47:00.000|                       |63.58      |2024-08-27 20:41:00.000 +0200|               |0             |
|2024-0062491|EB21     |Makwande                  |KN23LYGP  |2024-10-23 17:05:00.000|                       |68.45      |2024-10-23 17:03:00.000 +0200|               |0             |
|2024-0055272|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-09-19 20:10:00.000|                       |76.25      |2024-09-19 19:39:00.000 +0200|               |0             |
|2024-0045013|EB21     |Makwande                  |KP75JPGP  |2024-08-02 00:53:00.000|                       |51.08      |2024-08-02 00:53:00.000 +0200|               |0             |
|2024-0045013|EB21     |Makwande                  |KP75JPGP  |2024-08-02 00:53:00.000|2024-08-02 14:20:00.000|51.08      |2024-08-02 00:53:00.000 +0200|48,420         |15            |
|2024-0045916|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-08-06 15:03:00.000|2024-08-06 20:39:00.000|87.51      |2024-08-06 13:28:00.000 +0200|20,160         |113           |
|2024-0046485|EB21     |Makwande                  |JNG701MP  |2024-08-09 12:24:00.000|2024-08-09 21:00:00.000|79.56      |2024-08-09 12:22:00.000 +0200|30,960         |249           |
|2024-0046485|EB21     |Makwande                  |JNG703MP  |2024-08-09 12:24:00.000|2024-08-09 21:00:00.000|92.22      |2024-08-09 12:22:00.000 +0200|30,960         |249           |
|2024-0049767|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-08-25 17:28:00.000|                       |88.73      |2024-08-25 17:19:00.000 +0200|               |0             |
|2024-0052509|EB21     |Makwande                  |KS49XLGP  |2024-09-07 03:50:00.000|2024-09-07 06:00:00.000|89.01      |2024-09-06 23:20:00.000 +0200|7,800          |71            |
|2024-0056059|EB21     |Makwande                  |KS49WFGP  |2024-09-23 19:46:00.000|2024-09-24 00:00:00.000|51.97      |2024-09-23 19:45:00.000 +0200|15,240         |130           |
|2024-0056139|EA33     |Unitrans Supply Chain Sols|CAA130026 |2024-09-24 08:44:00.000|                       |72.27      |2024-09-24 07:55:00.000 +0200|               |0             |
|2024-0057908|EB23     |Makwande                  |KNP800MP  |2024-10-02 17:57:00.000|                       |37.22      |2024-10-02 17:55:00.000 +0200|               |0             |
|2024-0057908|EB23     |Makwande                  |KNP802MP  |2024-10-02 17:57:00.000|                       |73.45      |2024-10-02 17:55:00.000 +0200|               |0             |
|2024-0060783|EB23     |Makwande                  |KPR059MP  |2024-10-15 22:14:00.000|                       |81.42      |2024-10-15 22:13:00.000 +0200|               |0             |
|2024-0046113|EA33     |Unitrans Supply Chain Sols|CAA329932 |2024-08-07 13:47:00.000|2024-08-07 19:44:00.000|70.48      |2024-08-07 13:32:00.000 +0200|21,420         |104           |
|2024-0063245|EB06     |Tanker Services Fuel      |KP80MRGP  |2024-10-27 10:53:00.000|2024-10-27 20:10:00.000|84.26      |2024-10-27 10:50:00.000 +0200|33,420         |189           |
|2024-0056692|EB08     |Tanker Services Fuel      |KP80LYGP  |2024-09-26 19:16:00.000|                       |89.77      |2024-09-26 19:16:00.000 +0200|               |0             |
|2024-0046618|EA35     |Unitrans Supply Chain Sols|CAA330049 |2024-08-10 09:03:00.000|                       |90.26      |2024-08-10 08:56:00.000 +0200|               |0             |
|2024-0044970|EB23     |Makwande                  |KNM197MP  |2024-08-01 18:43:00.000|                       |73.44      |2024-08-01 18:40:00.000 +0200|               |0             |
|2024-0054196|EB06     |Reef Tankers              |HJ73JZGP  |2024-09-14 16:21:00.000|2024-09-15 01:37:00.000|83.09      |2024-09-14 16:14:00.000 +0200|33,360         |60            |
|2024-0054220|EB06     |Tanker Services Fuel      |KP80HXGP  |2024-09-14 20:56:00.000|2024-09-15 09:04:00.000|90.39      |2024-09-14 20:45:00.000 +0200|43,680         |245           |
|2024-0056681|EA33     |Unitrans Supply Chain Sols|CAA548852 |2024-09-26 17:47:00.000|2024-09-27 00:13:00.000|80.22      |2024-09-26 16:16:00.000 +0200|23,160         |61            |
|2024-0056781|EB08     |Tanker Services Fuel      |KR64VWGP  |2024-09-27 09:10:00.000|                       |86.8       |2024-09-27 08:44:00.000 +0200|               |0             |
|2024-0056781|EB08     |Tanker Services Fuel      |KR53HNGP  |2024-09-27 09:10:00.000|                       |89.6       |2024-09-27 08:44:00.000 +0200|               |0             |
|2024-0057495|EB21     |Makwande                  |KN23MGGP  |2024-09-30 20:46:00.000|2024-09-30 22:54:00.000|92.39      |2024-09-30 20:45:00.000 +0200|7,680          |22            |
|2024-0060813|EA33     |Unitrans Supply Chain Sols|CAA425312 |2024-10-16 02:36:00.000|2024-10-16 14:00:00.000|94.63      |2024-10-16 02:19:00.000 +0200|41,040         |89            |
|2024-0046699|EB23     |Makwande                  |KNM197MP  |2024-08-10 19:52:00.000|                       |94.91      |2024-08-10 19:50:00.000 +0200|               |0             |
|2024-0062775|EB06     |Tanker Services Fuel      |KP80HXGP  |2024-10-25 01:45:00.000|2024-10-25 20:38:00.000|85.1       |2024-10-25 01:17:00.000 +0200|67,980         |210           |
|2024-0052578|EB06     |Tanker Services Fuel      |KP70BFGP  |2024-09-07 13:10:00.000|2024-09-07 21:54:00.000|94.46      |2024-09-07 13:04:00.000 +0200|31,440         |92            |
|2024-0045990|EB06     |Tanker Services Fuel      |KP80MRGP  |2024-08-07 00:10:00.000|                       |93.75      |2024-08-06 23:59:00.000 +0200|               |0             |
|2024-0045404|EB21     |Makwande                  |KN23LYGP  |2024-08-04 08:28:00.000|2024-08-04 15:04:00.000|71.11      |2024-08-04 08:28:00.000 +0200|23,760         |271           |
|2024-0048579|EA33     |Unitrans Supply Chain Sols|CAA425438 |2024-08-19 16:41:00.000|2024-08-19 22:21:00.000|86.42      |2024-08-19 16:38:00.000 +0200|20,400         |104           |
|2024-0055719|EA33     |Unitrans Supply Chain Sols|CAA425312 |2024-09-22 09:18:00.000|                       |94.76      |2024-09-22 08:33:00.000 +0200|               |0             |
|2024-0055724|EB23     |Makwande                  |KNP802MP  |2024-09-22 10:21:00.000|                       |75.57      |2024-09-22 10:19:00.000 +0200|               |0             |
|2024-0055724|EB23     |Makwande                  |KNP800MP  |2024-09-22 10:21:00.000|                       |80.28      |2024-09-22 10:19:00.000 +0200|               |0             |
|2024-0059053|EB21     |Makwande                  |KS49WRGP  |2024-10-08 00:14:00.000|2024-10-08 00:16:00.000|81.89      |2024-10-07 15:01:00.000 +0200|120            |45            |
|2024-0059053|EB21     |Makwande                  |KS49XLGP  |2024-10-08 00:14:00.000|2024-10-08 00:16:00.000|94.81      |2024-10-07 15:01:00.000 +0200|120            |45            |
|2024-0061110|EB21     |Makwande                  |KN31RWGP  |2024-10-17 08:43:00.000|2024-10-17 15:00:00.000|89.36      |2024-10-17 08:43:00.000 +0200|22,620         |176           |
|2024-0062161|EB21     |Makwande                  |KS49WFGP  |2024-10-22 09:05:00.000|2024-10-22 20:28:00.000|87.18      |2024-10-22 08:46:00.000 +0200|40,980         |218           |
|2024-0062161|EB21     |Makwande                  |KS49XBGP  |2024-10-22 09:05:00.000|2024-10-22 20:28:00.000|94.49      |2024-10-22 08:46:00.000 +0200|40,980         |218           |
|2024-0057313|EB23     |Makwande                  |KNP800MP  |2024-09-30 07:52:00.000|2024-09-30 07:54:00.000|53.08      |2024-09-30 07:52:00.000 +0200|120            |0             |
|2024-0057313|EB23     |Makwande                  |KNP802MP  |2024-09-30 07:52:00.000|2024-09-30 07:54:00.000|93.3       |2024-09-30 07:52:00.000 +0200|120            |0             |
|2024-0059495|EB21     |Makwande                  |KP09PHGP  |2024-10-09 20:21:00.000|2024-10-09 23:49:00.000|78.87      |2024-10-09 20:21:00.000 +0200|12,480         |28            |
|2024-0060762|EA33     |Unitrans Supply Chain Sols|CAA142820 |2024-10-15 20:05:00.000|2024-10-15 23:46:00.000|73.74      |2024-10-15 19:43:00.000 +0200|13,260         |93            |
|2024-0045094|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-08-02 11:07:00.000|                       |93.33      |2024-08-02 10:59:00.000 +0200|               |0             |
|2024-0045094|EB06     |Tanker Services Fuel      |KP69YSGP  |2024-08-02 11:07:00.000|2024-08-02 20:10:00.000|93.33      |2024-08-02 10:59:00.000 +0200|32,580         |76            |
|2024-0051451|EB06     |Reef Tankers              |LV19ZYGP  |2024-09-02 19:10:00.000|                       |92.53      |2024-09-02 19:05:00.000 +0200|               |0             |
|2024-0062828|EB21     |Makwande                  |KS49XBGP  |2024-10-25 09:50:00.000|2024-10-25 19:45:00.000|94.34      |2024-10-25 09:49:00.000 +0200|35,700         |237           |
|2024-0062828|EB21     |Makwande                  |KS49WFGP  |2024-10-25 09:50:00.000|2024-10-25 19:45:00.000|87.89      |2024-10-25 09:49:00.000 +0200|35,700         |237           |
|2024-0054675|EB23     |Makwande                  |KNP802MP  |2024-09-16 08:03:00.000|                       |88.2       |2024-09-16 00:23:00.000 +0200|               |0             |
|2024-0054675|EB23     |Makwande                  |KNP800MP  |2024-09-16 08:03:00.000|                       |45.83      |2024-09-16 00:23:00.000 +0200|               |0             |
|2024-0056012|EB06     |Tanker Services Fuel      |KP69XNGP  |2024-09-23 15:35:00.000|                       |83.55      |2024-09-23 15:22:00.000 +0200|               |0             |
|2024-0057559|EA35     |Unitrans Supply Chain Sols|CAA330049 |2024-10-01 08:05:00.000|                       |58.49      |2024-10-01 08:05:00.000 +0200|               |0             |
|2024-0060155|EB23     |Makwande                  |KNM209MP  |2024-10-13 07:37:00.000|2024-10-13 17:20:00.000|86.61      |2024-10-13 07:35:00.000 +0200|34,980         |373           |
|2024-0060792|EA33     |Unitrans Supply Chain Sols|CAA329952 |2024-10-15 23:47:00.000|2024-10-16 10:33:00.000|81.57      |2024-10-15 23:44:00.000 +0200|38,760         |51            |
|2024-0046753|EB06     |Maphalakarabo             |FPC349L   |2024-08-11 08:10:00.000|2024-08-11 16:22:00.000|84.99      |2024-08-11 08:03:00.000 +0200|29,520         |260           |
|2024-0054084|EB21     |Makwande                  |KP57DGGP  |2024-09-14 08:17:00.000|2024-09-14 22:35:00.000|88.59      |2024-09-14 08:08:00.000 +0200|51,480         |230           |
|2024-0056068|EA33     |Unitrans Supply Chain Sols|CAA418992 |2024-09-23 20:20:00.000|2024-09-24 02:06:00.000|94.85      |2024-09-23 20:18:00.000 +0200|20,760         |102           |
