"tripnum","depotcode","transporter","vehiclereg","startdate","stopdate","avg_percent","loaddate","total_trip_time","total_distance"
"2024-0059487",EB23,Makwande,KNP800MP,2024-10-09 19:36:00.000,,76.4,2024-10-09 19:36:00.000 +0200,,0
"2024-0059487",EB23,Makwande,KNP802MP,2024-10-09 19:36:00.000,,79.37,2024-10-09 19:36:00.000 +0200,,0
"2024-0059386",EB05,Tanker Services Fuel,KP57KHGP,2024-10-09 11:15:00.000,2024-10-09 16:10:00.000,94.1,2024-10-09 11:00:00.000 +0200,17700.0,91
"2024-0061009",EB06,Makwande,KB53VBGP,2024-10-16 20:30:00.000,2024-10-17 07:25:00.000,84.33,2024-10-16 20:25:00.000 +0200,39300.0,185
"2024-0049996",EB06,Tanker Services Fuel,KP69YDGP,2024-08-26 21:20:00.000,2024-08-27 08:28:00.000,66.82,2024-08-26 21:07:00.000 +0200,40080.0,222
"2024-0062130",EB08,Tanker Services Fuel,KP80LYGP,2024-10-22 07:45:00.000,2024-10-22 17:06:00.000,92.44,2024-10-22 07:42:00.000 +0200,33660.0,237
"2024-0062983",EB21,Unitrans Supply Chain Sols,CAA130019,2024-10-25 23:05:00.000,2024-10-26 09:41:00.000,93.05,2024-10-25 22:55:00.000 +0200,38160.0,222
"2024-0063294",EB23,Makwande,JMJ091MP,2024-10-27 15:43:00.000,2024-10-27 18:20:00.000,38.39,2024-10-27 15:41:00.000 +0200,9420.0,20
"2024-0053375",EA35,Unitrans Supply Chain Sols,CAA306835,2024-09-11 08:11:00.000,,90.89,2024-09-11 07:52:00.000 +0200,,0
"2024-0059757",EA33,Unitrans Supply Chain Sols,CAA173582,2024-10-11 02:07:00.000,,93.59,2024-10-11 02:00:00.000 +0200,,0
"2024-0059995",EB21,Makwande,KN93YRGP,2024-10-12 09:07:00.000,2024-10-12 15:09:00.000,94.77,2024-10-12 09:05:00.000 +0200,21720.0,89
"2024-0060794",EB21,Makwande,KN23LYGP,2024-10-15 23:55:00.000,2024-10-16 14:10:00.000,56.19,2024-10-15 23:55:00.000 +0200,51300.0,41
"2024-0056495",EB21,Makwande,KN23MGGP,2024-09-25 21:01:00.000,,79.16,2024-09-25 21:01:00.000 +0200,,0
"2024-0058833",EA33,Unitrans Supply Chain Sols,CAA418992,2024-10-07 08:21:00.000,2024-10-07 13:15:00.000,93.84,2024-10-07 08:20:00.000 +0200,17640.0,67
"2024-0058923",EB06,Tanker Services Fuel,KP80MRGP,2024-10-07 12:13:00.000,,93.39,2024-10-07 12:01:00.000 +0200,,0
"2024-0048369",EA33,Unitrans Supply Chain Sols,CAA173582,2024-08-19 01:56:00.000,2024-08-19 16:42:00.000,94.06,2024-08-19 01:53:00.000 +0200,53160.0,149
"2024-0046465",EB23,Makwande,KNM197MP,2024-08-09 09:09:00.000,,72.52,2024-08-09 09:09:00.000 +0200,,0
"2024-0050019",EA33,Unitrans Supply Chain Sols,CAA198211,2024-08-27 01:57:00.000,2024-08-27 12:15:00.000,51.78,2024-08-27 01:54:00.000 +0200,37080.0,104
"2024-0061830",EB06,Tanker Services Fuel,KP80GGGP,2024-10-20 21:39:00.000,2024-10-21 09:28:00.000,88.33,2024-10-20 21:32:00.000 +0200,42540.0,198
"2024-0062058",EA33,Unitrans Supply Chain Sols,CAA192673,2024-10-21 19:05:00.000,2024-10-21 23:04:00.000,86.96,2024-10-21 19:04:00.000 +0200,14340.0,99
"2024-0053332",EA33,Unitrans Supply Chain Sols,CAA548852,2024-09-10 22:10:00.000,2024-09-11 10:46:00.000,73.77,2024-09-10 20:32:00.000 +0200,45360.0,88
"2024-0056157",EB05,Tanker Services Fuel,KP57KHGP,2024-09-24 10:14:00.000,,93.6,2024-09-24 10:14:00.000 +0200,,0
"2024-0060486",EA33,Unitrans Supply Chain Sols,CAA130046,2024-10-14 15:55:00.000,,82.44,2024-10-14 15:52:00.000 +0200,,0
"2024-0044905",EB06,Tanker Services Fuel,KP80NNGP,2024-08-01 11:21:00.000,,91.65,2024-08-01 11:09:00.000 +0200,,0
"2024-0044905",EB06,Tanker Services Fuel,KP80NNGP,2024-08-01 11:21:00.000,2024-08-01 20:09:00.000,91.65,2024-08-01 11:09:00.000 +0200,31680.0,117
"2024-0046787",EB21,Unitrans Supply Chain Sols,CAA425430,2024-08-11 11:15:00.000,2024-08-11 16:10:00.000,85.41,2024-08-11 10:23:00.000 +0200,17700.0,215
"2024-0047381",EA33,Unitrans Supply Chain Sols,CAA173582,2024-08-13 21:30:00.000,2024-08-14 02:21:00.000,90.86,2024-08-13 19:58:00.000 +0200,17460.0,101
"2024-0048849",EB21,Unitrans Supply Chain Sols,CAA457059,2024-08-20 21:22:00.000,2024-08-21 09:50:00.000,89.93,2024-08-20 21:21:00.000 +0200,44880.0,225
"2024-0051552",EB08,Tanker Services Fuel,KP69ZRGP,2024-09-03 08:36:00.000,,94.03,2024-09-03 08:36:00.000 +0200,,0
"2024-0054628",EB06,Reef Tankers,HJ95ZZGP,2024-09-16 22:46:00.000,,92.32,2024-09-16 22:28:00.000 +0200,,0
"2024-0057729",EA33,Unitrans Supply Chain Sols,CAA425307,2024-10-02 00:01:00.000,,93.74,2024-10-01 23:58:00.000 +0200,,0
"2024-0060656",EB05,Tanker Services Fuel,KP69WYGP,2024-10-14 07:00:00.000,,55.74,2024-10-14 00:00:00.000 +0200,,0
"2024-0046253",EA33,Unitrans Supply Chain Sols,CAA329932,2024-08-08 09:17:00.000,2024-08-08 16:22:00.000,85.44,2024-08-08 08:59:00.000 +0200,25500.0,159
"2024-0046684",EA33,Unitrans Supply Chain Sols,CAA425318,2024-08-10 15:05:00.000,2024-08-10 23:11:00.000,88.38,2024-08-10 15:02:00.000 +0200,29160.0,78
"2024-0047829",EB06,Tanker Services Fuel,KS68YTGP,2024-08-16 00:50:00.000,,88.34,2024-08-16 00:38:00.000 +0200,,0
"2024-0047829",EB06,Tanker Services Fuel,KR89BYGP,2024-08-16 00:50:00.000,,91.82,2024-08-16 00:38:00.000 +0200,,0
"2024-0050163",EB05,Tanker Services Fuel,KP57KCGP,2024-08-27 15:20:00.000,,55.21,2024-08-27 14:26:00.000 +0200,,0
"2024-0050542",EB21,Makwande,KN93YRGP,2024-08-29 02:42:00.000,,89.42,2024-08-29 02:41:00.000 +0200,,0
"2024-0061855",EB06,Tanker Services Fuel,KP69XNGP,2024-10-21 00:25:00.000,2024-10-21 11:40:00.000,87.88,2024-10-21 00:21:00.000 +0200,40500.0,108
"2024-0053574",EA33,Unitrans Supply Chain Sols,CAA173582,2024-09-11 23:32:00.000,2024-09-12 07:32:00.000,93.17,2024-09-11 23:28:00.000 +0200,28800.0,90
"2024-0053592",EB21,Makwande,KS49XLGP,2024-09-12 02:47:00.000,2024-09-12 12:03:00.000,86.45,2024-09-12 02:45:00.000 +0200,33360.0,213
"2024-0055488",EB23,Makwande,KNM197MP,2024-09-20 21:04:00.000,,67.59,2024-09-20 21:04:00.000 +0200,,0
"2024-0056073",EB23,Makwande,KR60ZBGP,2024-09-23 20:37:00.000,,56.44,2024-09-23 20:35:00.000 +0200,,0
"2024-0059057",EA33,Unitrans Supply Chain Sols,CAA198211,2024-10-08 00:39:00.000,,93.57,2024-10-08 00:36:00.000 +0200,,0
"2024-0060029",EB05,Tanker Services Fuel,KP57KCGP,2024-10-12 12:17:00.000,,88.44,2024-10-12 11:32:00.000 +0200,,0
"2024-0061026",EB06,Tanker Services Fuel,KP80GGGP,2024-10-16 21:35:00.000,,78.48,2024-10-16 21:15:00.000 +0200,,0
"2024-0045752",EB21,Unitrans Supply Chain Sols,CAA198199,2024-08-05 21:00:00.000,2024-08-06 01:57:00.000,89.18,2024-08-05 21:00:00.000 +0200,17820.0,195
"2024-0063054",EA33,Unitrans Supply Chain Sols,CAA198211,2024-10-26 10:15:00.000,2024-10-26 18:26:00.000,92.67,2024-10-26 10:14:00.000 +0200,29460.0,62
"2024-0063213",EA33,Unitrans Supply Chain Sols,CAA142820,2024-10-27 08:00:00.000,2024-10-28 02:12:00.000,78.95,2024-10-27 07:57:00.000 +0200,65520.0,109
"2024-0052054",EB06,Tanker Services Fuel,KR44GGGP,2024-09-05 02:28:00.000,,75.08,2024-09-05 02:21:00.000 +0200,,0
"2024-0052054",EB06,Tanker Services Fuel,KR15VMGP,2024-09-05 02:28:00.000,,90.94,2024-09-05 02:21:00.000 +0200,,0
"2024-0053478",EB21,Makwande,KP57DGGP,2024-09-11 14:27:00.000,2024-09-11 16:35:00.000,81.97,2024-09-11 14:23:00.000 +0200,7680.0,15
"2024-0054801",EB05,Tanker Services Fuel,KP80KNGP,2024-09-17 16:54:00.000,,91.16,2024-09-17 16:44:00.000 +0200,,0
"2024-0047800",EB21,Makwande,KP57DGGP,2024-08-15 20:50:00.000,2024-08-16 10:40:00.000,57.06,2024-08-15 20:50:00.000 +0200,49800.0,154
"2024-0054804",EA33,Unitrans Supply Chain Sols,CAA198199,2024-09-17 17:04:00.000,,78.36,2024-09-17 16:59:00.000 +0200,,0
"2024-0055506",EA33,Unitrans Supply Chain Sols,CAA173582,2024-09-20 23:27:00.000,,91.18,2024-09-20 23:08:00.000 +0200,,0
"2024-0057493",EB06,Tanker Services Fuel,KP55MSGP,2024-09-30 20:29:00.000,,94.93,2024-09-30 20:20:00.000 +0200,,0
"2024-0057919",EB06,Reef Tankers,LV19PDGP,2024-10-02 18:55:00.000,,93.33,2024-10-02 18:52:00.000 +0200,,0
"2024-0059041",EB21,Makwande,KS49WFGP,2024-10-07 21:47:00.000,,59.89,2024-10-07 21:43:00.000 +0200,,0
"2024-0047347",EB06,Tanker Services Fuel,KP69XNGP,2024-08-13 16:35:00.000,2024-08-14 00:20:00.000,93.42,2024-08-13 16:19:00.000 +0200,27900.0,78
"2024-0049079",EA33,Unitrans Supply Chain Sols,CAA192673,2024-08-21 21:56:00.000,2024-08-21 23:20:00.000,79.21,2024-08-21 20:08:00.000 +0200,5040.0,75
"2024-0049614",EA35,Unitrans Supply Chain Sols,CAA419011,2024-08-24 10:02:00.000,,77.55,2024-08-24 10:02:00.000 +0200,,0
"2024-0052653",EB06,Tanker Services Fuel,KP69YDGP,2024-09-07 21:48:00.000,,87.84,2024-09-07 21:31:00.000 +0200,,0
"2024-0052485",EB06,Reef Tankers,LV19PNGP,2024-09-07 00:39:00.000,,91.31,2024-09-07 00:29:00.000 +0200,,0
"2024-0056952",EB06,Tanker Services Fuel,KP80GGGP,2024-09-28 03:06:00.000,2024-09-28 21:09:00.000,94.79,2024-09-28 02:57:00.000 +0200,64980.0,435
"2024-0059910",EB06,Tanker Services Fuel,KP69XNGP,2024-10-11 17:08:00.000,2024-10-12 09:00:00.000,91.25,2024-10-11 16:58:00.000 +0200,57120.0,204
"2024-0049104",EA33,Unitrans Supply Chain Sols,CAA329932,2024-08-21 23:43:00.000,2024-08-22 08:05:00.000,77.76,2024-08-21 23:15:00.000 +0200,30120.0,30
"2024-0063157",EA33,Unitrans Supply Chain Sols,CAA329952,2024-10-26 20:40:00.000,2024-10-27 02:06:00.000,73.74,2024-10-26 20:32:00.000 +0200,19560.0,129
"2024-0046399",EB21,Makwande,KP57DGGP,2024-08-08 22:53:00.000,,66.25,2024-08-08 22:50:00.000 +0200,,0
"2024-0051528",EB21,Makwande,KN93YRGP,,,92.89,,,602
"2024-0051731",EA33,Unitrans Supply Chain Sols,CAA192673,,,91.66,,,84
"2024-0052264",EB06,Reef Tankers,LC21FRGP,2024-09-06 00:18:00.000,2024-09-06 12:27:00.000,92.55,2024-09-06 00:13:00.000 +0200,43740.0,275
"2024-0052517",EB23,Makwande,JMJ742MP,2024-09-07 07:55:00.000,2024-09-07 14:30:00.000,94.2,2024-09-07 07:55:00.000 +0200,23700.0,239
"2024-0053840",EA35,Unitrans Supply Chain Sols,CAA306835,2024-09-13 07:47:00.000,2024-09-13 17:30:00.000,73.35,2024-09-13 07:46:00.000 +0200,34980.0,339
"2024-0055062",EB21,Makwande,KN93YRGP,2024-09-18 21:53:00.000,,89.8,2024-09-18 21:50:00.000 +0200,,0
"2024-0046625",EB06,Tanker Services Fuel,KP69YSGP,2024-08-10 09:44:00.000,,77.63,2024-08-10 09:24:00.000 +0200,,0
"2024-0059969",EB06,Reef Tankers,LV19NYGP,2024-10-12 02:16:00.000,,94.75,2024-10-12 02:11:00.000 +0200,,0
"2024-0046884",EB06,Tanker Services Fuel,KP80GGGP,2024-08-11 20:48:00.000,2024-08-12 11:35:00.000,93.32,2024-08-11 20:42:00.000 +0200,53220.0,242
"2024-0047176",EA33,Unitrans Supply Chain Sols,CAA425312,2024-08-13 01:53:00.000,2024-08-13 19:10:00.000,90.18,2024-08-13 01:30:00.000 +0200,62220.0,304
"2024-0050840",EB06,Tanker Services Fuel,KR15VMGP,2024-08-30 11:58:00.000,,71.13,2024-08-30 11:48:00.000 +0200,,0
"2024-0052798",EB06,Tanker Services Fuel,KP80MRGP,2024-09-08 22:21:00.000,,92.65,2024-09-08 22:06:00.000 +0200,,0
"2024-0049114",EA33,Unitrans Supply Chain Sols,CAA329952,2024-08-22 01:25:00.000,2024-08-22 17:14:00.000,89.18,2024-08-22 01:12:00.000 +0200,56940.0,111
"2024-0049346",EA33,Unitrans Supply Chain Sols,CAA329952,2024-08-23 01:13:00.000,2024-08-23 08:36:00.000,75.86,2024-08-22 23:29:00.000 +0200,26580.0,56
"2024-0053790",EB06,Tanker Services Fuel,KP55MSGP,2024-09-12 21:16:00.000,,88.64,2024-09-12 20:59:00.000 +0200,,0
"2024-0046930",EB23,Makwande,KPR059MP,2024-08-12 08:10:00.000,,83.35,2024-08-12 08:05:00.000 +0200,,0
"2024-0045969",EB21,Makwande,KS49XLGP,2024-08-06 20:58:00.000,,71.27,2024-08-06 20:56:00.000 +0200,,0
"2024-0047143",EA33,Unitrans Supply Chain Sols,CAA425312,2024-08-12 21:16:00.000,2024-08-13 01:15:00.000,84.76,2024-08-12 19:29:00.000 +0200,14340.0,98
"2024-0050366",EB05,Tanker Services Fuel,KP57KHGP,2024-08-28 12:29:00.000,,82.52,2024-08-28 12:24:00.000 +0200,,0
"2024-0055438",EB05,Tanker Services Fuel,KP70CBGP,2024-09-20 16:04:00.000,,92.71,2024-09-20 15:55:00.000 +0200,,0
"2024-0060090",EB06,Makwande,JW33MRGP,2024-10-12 20:12:00.000,2024-10-13 09:11:00.000,72.76,2024-10-12 20:00:00.000 +0200,46740.0,234
"2024-0053782",EA33,Unitrans Supply Chain Sols,CAA130026,2024-09-12 20:21:00.000,2024-09-13 11:00:00.000,91.76,2024-09-12 20:15:00.000 +0200,52740.0,210
"2024-0055655",EB21,Makwande,KP57DGGP,2024-09-21 17:26:00.000,,85.31,2024-09-21 17:26:00.000 +0200,,0
"2024-0056091",EB21,Unitrans Supply Chain Sols,CAA425430,2024-09-23 22:07:00.000,2024-09-24 14:18:00.000,85.42,2024-09-23 22:07:00.000 +0200,58260.0,304
"2024-0057671",EB21,Unitrans Supply Chain Sols,CAA425430,2024-10-01 16:25:00.000,,88.2,2024-10-01 16:25:00.000 +0200,,0
"2024-0058179",EB06,Makwande,JR54VBGP,2024-10-04 02:09:00.000,,91.19,2024-10-04 02:04:00.000 +0200,,0
"2024-0046556",EB23,Makwande,KPR059MP,2024-08-09 18:41:00.000,,83.51,2024-08-09 18:41:00.000 +0200,,0
"2024-0047466",EB06,ManLine Energy,NP198186,2024-08-14 10:46:00.000,,92.76,2024-08-14 10:36:00.000 +0200,,0
"2024-0056718",EB23,Makwande,KNM193MP,2024-09-26 22:19:00.000,,54.75,2024-09-26 22:16:00.000 +0200,,0
"2024-0046729",EA33,Unitrans Supply Chain Sols,CAA419006,2024-08-10 23:52:00.000,2024-08-11 13:21:00.000,86.32,2024-08-10 23:44:00.000 +0200,48540.0,92
"2024-0047280",EB06,Tanker Services Fuel,KP80MRGP,2024-08-13 11:51:00.000,,90.94,2024-08-13 11:23:00.000 +0200,,0
"2024-0048878",EB06,Reef Tankers,HJ73JCGP,2024-08-21 01:09:00.000,,92.18,2024-08-21 01:02:00.000 +0200,,0
"2024-0062225",EB21,Makwande,KNF950MP,2024-10-22 12:48:00.000,2024-10-22 21:35:00.000,76.46,2024-10-22 12:48:00.000 +0200,31620.0,125
"2024-0052470",EB21,Makwande,KP41VSGP,2024-09-06 23:14:00.000,2024-09-07 02:50:00.000,87.79,2024-09-06 23:00:00.000 +0200,12960.0,77
"2024-0048462",EB21,Makwande,KN23LYGP,2024-08-19 11:36:00.000,,59.03,2024-08-19 11:36:00.000 +0200,,0
"2024-0047978",EB06,Reef Tankers,HJ29KTGP,2024-08-16 14:30:00.000,,94.23,2024-08-16 14:15:00.000 +0200,,0
"2024-0062539",EB06,Tanker Services Fuel,KP69YDGP,2024-10-23 22:12:00.000,2024-10-24 11:01:00.000,93.48,2024-10-23 22:09:00.000 +0200,46140.0,82
"2024-0054368",EA33,Unitrans Supply Chain Sols,CAA418992,2024-09-15 23:36:00.000,2024-09-16 19:27:00.000,91.78,2024-09-15 23:35:00.000 +0200,71460.0,130
"2024-0054601",EB23,Makwande,KNM197MP,2024-09-16 20:19:00.000,2024-09-16 23:30:00.000,72.5,2024-09-16 20:17:00.000 +0200,11460.0,54
"2024-0059565",EA35,Unitrans Supply Chain Sols,CAA419011,2024-10-10 08:08:00.000,2024-10-11 07:01:00.000,23.03,2024-10-10 08:08:00.000 +0200,82380.0,129
"2024-0059973",EB06,Tanker Services Fuel,KP55MSGP,2024-10-12 03:08:00.000,,93.35,2024-10-12 02:59:00.000 +0200,,0
"2024-0060886",EB06,Tanker Services Fuel,KP80GGGP,2024-10-16 10:36:00.000,,81.15,2024-10-16 10:29:00.000 +0200,,0
"2024-0060463",EB21,Makwande,KN52WDGP,2024-10-14 14:38:00.000,,89.87,2024-10-14 14:37:00.000 +0200,,0
"2024-0049319",EA33,Unitrans Supply Chain Sols,CAA198199,2024-08-22 21:53:00.000,,84.75,2024-08-22 19:46:00.000 +0200,,0
"2024-0060759",EB05,Tanker Services Fuel,KP57KCGP,2024-10-15 20:01:00.000,2024-10-16 13:56:00.000,70.99,2024-10-15 00:00:00.000 +0200,64500.0,346
"2024-0052043",EB21,Makwande,KP41VSGP,2024-09-05 01:12:00.000,2024-09-05 12:12:00.000,78.34,2024-09-05 01:12:00.000 +0200,39600.0,17
"2024-0055178",EA33,Unitrans Supply Chain Sols,CAA130019,2024-09-19 10:01:00.000,,79.7,2024-09-19 10:00:00.000 +0200,,0
"2024-0056100",EA33,Unitrans Supply Chain Sols,CAA173582,2024-09-23 23:30:00.000,,94.29,2024-09-23 23:26:00.000 +0200,,0
"2024-0059002",EA33,Unitrans Supply Chain Sols,CAA192673,2024-10-07 18:53:00.000,2024-10-07 21:49:00.000,89.34,2024-10-07 18:50:00.000 +0200,10560.0,102
"2024-0047570",EA33,Reef Tankers,LV19ZMGP,2024-08-14 17:11:00.000,,94.75,2024-08-14 17:05:00.000 +0200,,0
"2024-0053792",EB21,Unitrans Supply Chain Sols,CAA425430,2024-09-12 21:27:00.000,,84.79,2024-09-12 21:24:00.000 +0200,,0
"2024-0053825",EA33,Unitrans Supply Chain Sols,CAA425312,2024-09-13 01:23:00.000,,92.69,2024-09-13 01:19:00.000 +0200,,0
"2024-0056877",EB06,Tanker Services Fuel,KR15VMGP,2024-09-27 16:33:00.000,2024-09-28 08:53:00.000,93.71,2024-09-27 16:12:00.000 +0200,58800.0,206
"2024-0056877",EB06,Tanker Services Fuel,KR44GGGP,2024-09-27 16:33:00.000,2024-09-28 08:53:00.000,72.47,2024-09-27 16:12:00.000 +0200,58800.0,206
"2024-0056935",EB06,Tanker Services Fuel,KP69WCGP,2024-09-27 23:22:00.000,,68.12,2024-09-27 23:12:00.000 +0200,,0
"2024-0059256",EB06,Tanker Services Fuel,KP80NNGP,2024-10-08 22:13:00.000,,92.42,2024-10-08 22:09:00.000 +0200,,0
"2024-0059450",EB21,Makwande,KN67GLGP,2024-10-09 16:19:00.000,2024-10-10 00:45:00.000,91.62,2024-10-09 16:19:00.000 +0200,30360.0,226
"2024-0063608",EB06,Tanker Services Fuel,KP80NNGP,2024-10-28 21:23:00.000,2024-10-29 11:36:00.000,84.95,2024-10-28 21:20:00.000 +0200,51180.0,349
"2024-0047523",EA33,Unitrans Supply Chain Sols,CAA330049,2024-08-14 12:55:00.000,,73.38,2024-08-14 12:48:00.000 +0200,,0
"2024-0046459",EA35,Unitrans Supply Chain Sols,CAA330049,2024-08-09 09:08:00.000,,72.93,2024-08-09 09:07:00.000 +0200,,0
"2024-0063683",EB21,Makwande,KS49XBGP,2024-10-29 08:30:00.000,,91.18,2024-10-29 08:30:00.000 +0200,,0
"2024-0063683",EB21,Makwande,KS49WFGP,2024-10-29 08:30:00.000,,94.0,2024-10-29 08:30:00.000 +0200,,0
"2024-0045460",EB21,Makwande,KS49WRGP,2024-08-04 13:11:00.000,2024-08-04 18:29:00.000,58.43,2024-08-04 13:07:00.000 +0200,19080.0,15
"2024-0045188",EB06,Tanker Services Fuel,KP80HXGP,2024-08-02 21:26:00.000,,74.05,2024-08-02 21:18:00.000 +0200,,0
"2024-0045188",EB06,Tanker Services Fuel,KP80HXGP,2024-08-02 21:26:00.000,2024-08-03 12:23:00.000,74.05,2024-08-02 21:18:00.000 +0200,53820.0,205
"2024-0046630",EA33,Unitrans Supply Chain Sols,CAA130026,2024-08-10 10:08:00.000,2024-08-11 00:07:00.000,72.71,2024-08-10 10:05:00.000 +0200,50340.0,173
"2024-0049891",EA33,Unitrans Supply Chain Sols,CAA329932,2024-08-26 12:14:00.000,2024-08-26 14:07:00.000,73.91,2024-08-26 08:37:00.000 +0200,6780.0,102
"2024-0061808",EA33,Unitrans Supply Chain Sols,CAA192673,2024-10-20 17:44:00.000,2024-10-20 21:50:00.000,82.25,2024-10-20 17:42:00.000 +0200,14760.0,63
"2024-0059523",EB06,Tanker Services Fuel,KP55MSGP,2024-10-09 22:37:00.000,,93.78,2024-10-09 22:33:00.000 +0200,,0
"2024-0047598",EA33,Unitrans Supply Chain Sols,CAA130046,2024-08-14 20:38:00.000,2024-08-15 09:05:00.000,92.92,2024-08-14 20:34:00.000 +0200,44820.0,105
"2024-0048152",EA33,Unitrans Supply Chain Sols,CAA419040,2024-08-17 12:36:00.000,2024-08-17 18:57:00.000,73.7,2024-08-17 11:37:00.000 +0200,22860.0,112
"2024-0048652",EB21,Makwande,KP09PHGP,2024-08-20 02:01:00.000,2024-08-20 13:04:00.000,90.61,2024-08-20 02:00:00.000 +0200,39780.0,179
"2024-0063012",EB21,Makwande,KN52WDGP,2024-10-26 08:05:00.000,2024-10-26 18:29:00.000,86.49,2024-10-26 08:03:00.000 +0200,37440.0,331
"2024-0054757",EB21,Makwande,KN23LYGP,2024-09-17 12:59:00.000,,82.3,2024-09-17 12:58:00.000 +0200,,0
"2024-0055304",EB21,Makwande,KN93YRGP,2024-09-19 23:36:00.000,2024-09-20 03:44:00.000,81.64,2024-09-19 23:36:00.000 +0200,14880.0,17
"2024-0056469",EB08,Tanker Services Fuel,KP69ZRGP,2024-09-25 18:30:00.000,,91.02,2024-09-25 17:07:00.000 +0200,,0
"2024-0057546",EB21,Makwande,KP41VSGP,2024-10-01 01:19:00.000,2024-10-01 14:10:00.000,85.24,2024-10-01 01:19:00.000 +0200,46260.0,269
"2024-0057630",EA33,Unitrans Supply Chain Sols,CAA192673,2024-10-01 12:11:00.000,,93.62,2024-10-01 12:08:00.000 +0200,,0
"2024-0046163",EB21,Unitrans Supply Chain Sols,CAA192673,2024-08-07 19:34:00.000,2024-08-08 04:35:00.000,91.15,2024-08-07 19:33:00.000 +0200,32460.0,425
"2024-0048399",EB23,Makwande,KNM193MP,2024-08-19 08:42:00.000,2024-08-19 17:36:00.000,91.76,2024-08-19 08:42:00.000 +0200,32040.0,247
"2024-0048644",EA33,Unitrans Supply Chain Sols,CAA419040,2024-08-20 00:14:00.000,,61.54,2024-08-20 00:10:00.000 +0200,,0
"2024-0049908",EA33,Unitrans Supply Chain Sols,CAA329952,2024-08-26 13:45:00.000,2024-08-26 21:11:00.000,92.58,2024-08-26 13:27:00.000 +0200,26760.0,102
"2024-0052067",EB23,Makwande,JMJ091MP,2024-09-05 08:19:00.000,,94.75,2024-09-05 08:09:00.000 +0200,,0
"2024-0054539",EA33,Unitrans Supply Chain Sols,CAA329952,2024-09-16 15:59:00.000,,79.53,2024-09-16 15:42:00.000 +0200,,0
"2024-0060474",EB06,Reef Tankers,LV19PXGP,2024-10-14 15:31:00.000,,92.44,2024-10-14 15:25:00.000 +0200,,0
"2024-0045244",EA33,Unitrans Supply Chain Sols,CAA419006,2024-08-03 09:08:00.000,,90.18,2024-08-03 08:11:00.000 +0200,,0
"2024-0045244",EA33,Unitrans Supply Chain Sols,CAA419006,2024-08-03 09:08:00.000,2024-08-03 15:06:00.000,90.18,2024-08-03 08:11:00.000 +0200,21480.0,144
"2024-0045234",EB08,Tanker Services Fuel,KP69ZRGP,2024-08-03 07:51:00.000,,84.43,2024-08-03 07:48:00.000 +0200,,0
"2024-0045234",EB08,Tanker Services Fuel,KP69ZRGP,2024-08-03 07:51:00.000,2024-08-03 15:52:00.000,84.43,2024-08-03 07:48:00.000 +0200,28860.0,249
"2024-0048582",EA33,Unitrans Supply Chain Sols,CAA173582,2024-08-19 16:59:00.000,2024-08-20 12:21:00.000,87.81,2024-08-19 16:55:00.000 +0200,69720.0,118
"2024-0050099",EB06,Tanker Services Fuel,KP55MSGP,2024-08-27 09:57:00.000,,92.31,2024-08-27 09:43:00.000 +0200,,0
"2024-0050460",EA33,Unitrans Supply Chain Sols,CAA170724,2024-08-28 16:49:00.000,2024-08-28 23:44:00.000,93.88,2024-08-28 16:14:00.000 +0200,24900.0,45
"2024-0062256",EA33,Unitrans Supply Chain Sols,CAA419040,2024-10-22 15:47:00.000,2024-10-23 01:41:00.000,94.8,2024-10-22 15:34:00.000 +0200,35640.0,143
"2024-0062535",EB06,Reef Tankers,HH81RLGP,2024-10-23 22:07:00.000,,94.7,2024-10-23 22:04:00.000 +0200,,0
"2024-0055279",EB06,Tanker Services Fuel,KP80GGGP,2024-09-19 20:46:00.000,,82.06,2024-09-19 20:36:00.000 +0200,,0
"2024-0058500",EB05,Tanker Services Fuel,KP80KNGP,2024-10-05 13:38:00.000,,88.64,2024-10-05 13:22:00.000 +0200,,0
"2024-0058676",EB05,Anax Logistics,JDH103EC,2024-10-06 11:51:00.000,,92.13,2024-10-06 11:48:00.000 +0200,,0
"2024-0045549",EA33,Unitrans Supply Chain Sols,CAA425438,2024-08-05 02:00:00.000,,93.93,2024-08-05 00:43:00.000 +0200,,0
"2024-0045549",EA33,Unitrans Supply Chain Sols,CAA425438,2024-08-05 02:00:00.000,2024-08-05 13:33:00.000,93.93,2024-08-05 00:43:00.000 +0200,41580.0,70
"2024-0044912",EB21,Makwande,KS49XBGP,2024-08-01 12:22:00.000,2024-08-01 14:00:00.000,92.17,2024-08-01 12:22:00.000 +0200,5880.0,11
"2024-0063176",EA33,Unitrans Supply Chain Sols,CAA198199,2024-10-26 22:05:00.000,2024-10-27 08:04:00.000,89.32,2024-10-26 22:00:00.000 +0200,35940.0,83
"2024-0053594",EA33,Unitrans Supply Chain Sols,CAA142820,2024-09-12 03:10:00.000,2024-09-12 20:18:00.000,79.21,2024-09-12 03:05:00.000 +0200,61680.0,439
"2024-0055246",EA33,Unitrans Supply Chain Sols,CAA425312,2024-09-19 16:46:00.000,2024-09-20 12:58:00.000,92.28,2024-09-19 16:44:00.000 +0200,72720.0,98
"2024-0061095",EB06,Makwande,KB53VBGP,2024-10-17 08:15:00.000,,90.62,2024-10-17 08:12:00.000 +0200,,0
